style_simple,full_name,beer_name_full,abv,min_ibu,max_ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Pale Ale,Greene King / Morland Brewery Old Golden Hen,Greene King / Morland Brewery Old Golden Hen,4.1,20,35,14,41,6,67,48,44,3,72,85,11,69,3.333333,3.333333,3.666667,3.833333,3.5,3
Pale Ale,Hop Back Brewery plc Hopback Summer Lightning,Hop Back Brewery plc Hopback Summer Lightning,5,20,35,37,35,3,66,18,26,0,18,85,9,36,3.414557,3.772152,3.553797,3.575949,3.765823,158
Pale Ale,Belhaven Brewery Company Ltd. Belhaven Best,Belhaven Brewery Company Ltd. Belhaven Best,3.5,20,35,7,73,14,33,63,17,2,18,49,4,99,3.174242,3.878788,3.356061,3.204545,3.55303,66
Pale Ale,"Adnams plc, Sole Bay Brewery Adnams Southwold Bitter","Adnams plc, Sole Bay Brewery Adnams Southwold Bitter",4.1,20,35,18,49,15,94,97,49,2,55,127,9,85,3.475,3.825,3.85,3.65,3.8,20
Pale Ale,D.L. Geary Brewing Company Geary's Winter Ale,D.L. Geary Brewing Company Geary's Winter Ale,6,20,35,9,59,20,37,60,13,0,18,45,19,80,3.3625,3.6,3.508333,3.483333,3.6,120
Pale Ale,W.H. Brakspear & Sons plc Brakspear Bitter,W.H. Brakspear & Sons plc Brakspear Bitter,3.4,20,35,18,52,5,73,34,19,0,17,85,11,74,3.616071,3.758929,3.651786,3.642857,3.866071,56
Pale Ale,Wychwood Brewery Company Ltd Goliath,Wychwood Brewery Company Ltd Goliath,4.2,20,35,12,41,19,49,47,27,0,24,77,9,74,3.30597,3.641791,3.343284,3.276119,3.343284,67
Pale Ale,Marshall Brewing Company McNellie's Pub Ale,Marshall Brewing Company McNellie's Pub Ale,5,20,35,27,50,7,58,62,34,3,30,96,8,116,3.681034,3.862069,3.87931,3.87931,4.077586,58
Pale Ale,St. Peter's Brewery Co Ltd St. Peter's Ruby Red Ale,St. Peter's Brewery Co Ltd St. Peter's Ruby Red Ale,4.3,20,35,19,47,12,71,73,28,0,33,78,14,122,3.820513,3.75641,3.653846,3.858974,3.846154,39
Pale Ale,Brouwerij De Molen Op & Top,Brouwerij De Molen Op & Top,4.5,20,35,19,38,8,70,55,72,0,81,112,7,55,3.75,3.785714,3.428571,3.714286,3.785714,14
Pale Ale,Carlsberg-Tetley Brewing Ltd Tetley's Smoothflow,Carlsberg-Tetley Brewing Ltd Tetley's Smoothflow,3.6,20,35,14,96,10,40,62,21,1,20,55,2,74,3.125,3.892857,3.589286,3.303571,3.678571,28
Pale Ale,Wellington County Brewery Arkell Best Bitter,Wellington County Brewery Arkell Best Bitter,4,20,35,15,40,8,79,60,31,4,29,105,4,117,3.630435,3.710145,3.637681,3.789855,4.014493,69
Pale Ale,Sly Fox Brewing Company Chester County Bitter,Sly Fox Brewing Company Chester County Bitter,4.5,20,35,14,85,10,74,32,31,0,30,91,37,82,3.576923,3.923077,3.903846,3.730769,3.903846,26
Pale Ale,Robert Cain & Company Limited Cain's Best Bitter,Robert Cain & Company Limited Cain's Best Bitter,4,20,35,15,59,7,68,60,17,1,22,91,3,104,3.35,3.666667,3.566667,3.483333,3.533333,30
Pale Ale,Ridgeway Brewing Ridgeway Bitter,Ridgeway Brewing Ridgeway Bitter,4,20,35,26,42,5,74,37,44,1,42,100,11,69,3.538961,3.779221,3.701299,3.649351,3.915584,77
Pale Ale,Cricket Hill Brewing Co. Colonel Blides Cask Ale,Cricket Hill Brewing Co. Colonel Blides Cask Ale,5.5,20,35,14,56,5,61,43,38,3,41,78,8,82,3.545455,3.829545,3.761364,3.715909,3.829545,44
Pale Ale,Hog's Back Brewery T.E.A. (Traditional English Ale),Hog's Back Brewery T.E.A. (Traditional English Ale),4.2,20,35,13,36,10,53,58,43,2,41,81,7,81,3.24359,3.564103,3.371795,3.307692,3.538462,39
Pale Ale,Coniston Brewing Co. Ltd XB Bluebird Bitter,Coniston Brewing Co. Ltd XB Bluebird Bitter,4.4,20,35,31,51,2,64,55,73,0,66,82,6,69,3.614583,3.71875,3.458333,3.447917,3.59375,48
Pale Ale,RCH Brewery Pitchfork Rebellious Bitter,RCH Brewery Pitchfork Rebellious Bitter,4.3,20,35,34,49,13,88,41,59,2,60,112,12,64,3.423729,3.949153,3.627119,3.711864,3.889831,59
Pale Ale,Dark Star Brewing Company Limited HopHead,Dark Star Brewing Company Limited HopHead,3.8,20,35,25,57,8,67,15,33,0,29,85,21,23,4.071429,3.738095,4.047619,4.166667,4.285714,21
Pale Ale,Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Old Brewery Bitter,Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Old Brewery Bitter,4,20,35,10,91,9,58,62,42,1,41,68,21,75,3.416667,3.866667,3.65,3.733333,3.833333,30
Pale Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room Little Dog,Hair of the Dog Brewing Company / Brewery and Tasting Room Little Dog,3.5,20,35,9,31,8,44,13,24,3,26,61,9,53,3.678571,3.607143,3.428571,3.75,3.821429,14
Pale Ale,St. Peter's Brewery Co Ltd St. Peter's Best Bitter,St. Peter's Brewery Co Ltd St. Peter's Best Bitter,3.7,20,35,17,45,2,79,47,28,0,20,101,11,82,3.484848,3.590909,3.469697,3.560606,3.636364,33
Pale Ale,Castle Eden & Camerons Brewing Company Ltd Camerons Strongarm,Castle Eden & Camerons Brewing Company Ltd Camerons Strongarm,4,20,35,16,49,13,60,62,22,0,16,66,12,89,3.644068,3.898305,3.644068,3.661017,3.889831,59
Pale Ale,George Gale & Company Ltd HSB (Horndean Special Bitter),George Gale & Company Ltd HSB (Horndean Special Bitter),4.8,20,35,13,47,7,54,40,28,0,29,64,14,64,3.891892,4.040541,3.986486,4.135135,4.202703,37
Pale Ale,Strangford Lough Brewing Company Ltd St. Patrick's Best,Strangford Lough Brewing Company Ltd St. Patrick's Best,4.2,20,35,24,58,11,52,77,37,2,31,91,9,109,3.465116,3.662791,3.406977,3.581395,3.697674,43
Pale Ale,Hook Norton Brewery Co. Ltd. Hooky Bitter,Hook Norton Brewery Co. Ltd. Hooky Bitter,3.5,20,35,23,60,9,83,71,56,0,58,117,16,113,3.644737,3.907895,3.868421,3.907895,4.315789,38
Pale Ale,Minneapolis Town Hall Brewery West Bank Pub Ale,Minneapolis Town Hall Brewery West Bank Pub Ale,4.8,20,35,18,44,6,86,39,59,1,70,120,14,59,3.744444,3.888889,3.877778,3.766667,3.988889,45
Pale Ale,"Adnams plc, Sole Bay Brewery Adnams Bitter","Adnams plc, Sole Bay Brewery Adnams Bitter",4.1,20,35,18,60,10,95,63,42,0,39,109,13,90,3.522727,3.897727,3.738636,3.795455,3.852273,44
Pale Ale,Fuller Smith & Turner PLC Fuller's ESB,Fuller Smith & Turner PLC Fuller's ESB,5.9,20,40,15,59,16,41,63,23,0,37,57,10,67,3.912885,4.001216,4.036062,4.130065,4.194895,1234
Pale Ale,Wychwood Brewery Company Ltd Hobgoblin,Wychwood Brewery Company Ltd Hobgoblin,5.2,20,40,8,44,6,49,82,19,0,37,59,13,88,3.539135,3.813594,3.635427,3.720906,3.774974,971
Pale Ale,Left Hand Brewing Company Sawtooth Ale,Left Hand Brewing Company Sawtooth Ale,5.3,20,40,18,37,2,55,53,18,0,25,78,0,117,3.566553,3.746587,3.673208,3.691126,3.832765,586
Pale Ale,Southern Tier Brewing Company Harvest Ale,Southern Tier Brewing Company Harvest Ale,6.7,20,40,18,26,11,74,21,23,0,26,105,9,52,3.938298,3.817021,3.803191,3.974468,4.071277,470
Pale Ale,Shipyard Brewing Co. Old Thumper ESA,Shipyard Brewing Co. Old Thumper ESA,5.6,20,40,12,27,19,57,75,29,0,35,75,5,102,3.565574,3.729508,3.68306,3.741803,3.754098,366
Pale Ale,Greene King / Morland Brewery Abbot Ale,Greene King / Morland Brewery Abbot Ale,5,20,40,9,42,5,30,63,16,3,19,51,7,92,3.5,3.873512,3.712798,3.633929,3.764881,336
Pale Ale,AleSmith Brewing Company Anvil Ale ESB,AleSmith Brewing Company Anvil Ale ESB,5.5,20,40,12,56,8,54,57,20,3,25,68,3,118,3.774704,3.982213,3.897233,3.911067,4.037549,253
Pale Ale,Stoudts Brewing Co. Stoudt's Scarlet Lady ESB,Stoudts Brewing Co. Stoudt's Scarlet Lady ESB,5,20,40,18,32,4,50,45,21,0,15,82,2,89,3.490305,3.770083,3.555402,3.578947,3.747922,361
Pale Ale,Three Floyds Brewing Co. & Brewpub Lord Admiral Nelson,Three Floyds Brewing Co. & Brewpub Lord Admiral Nelson,6.4,20,40,18,57,13,77,118,63,1,105,110,11,117,4.198276,4.193966,4.030172,4.198276,4.24569,116
Pale Ale,Yards Brewing Co. Extra Special Ale (ESA),Yards Brewing Co. Extra Special Ale (ESA),6,20,40,13,55,11,59,54,20,1,18,75,20,90,3.647773,3.888664,3.803644,3.813765,3.84413,247
Pale Ale,Foster's Group Limited Foster's Premium Ale,Foster's Group Limited Foster's Premium Ale,5.5,20,40,21,43,15,45,53,17,0,16,73,7,95,2.701613,3.387097,3.044355,2.919355,3.104839,124
Pale Ale,Anderson Valley Brewing Company Boont ESB,Anderson Valley Brewing Company Boont ESB,6.8,20,40,21,48,16,83,48,43,1,52,123,22,73,3.69883,3.906433,3.817251,3.856725,3.798246,342
Pale Ale,Green Man Brewery Green Man ESB,Green Man Brewery Green Man ESB,5.5,20,40,15,39,7,46,65,23,0,29,70,6,123,3.553571,3.785714,3.839286,3.857143,3.910714,28
Pale Ale,SweetWater Brewing Company Sweetwater Motor Boat,SweetWater Brewing Company Sweetwater Motor Boat,5.6,20,40,18,48,6,92,57,38,2,39,144,9,87,3.757353,3.805147,3.698529,3.805147,3.878676,136
Pale Ale,Ska Brewing Co. ESB Special Ale,Ska Brewing Co. ESB Special Ale,5.7,20,40,21,59,8,61,70,35,1,32,86,12,126,3.403448,3.765517,3.631034,3.548276,3.768966,145
Pale Ale,Short's Brewing Company Short's Autumn Ale,Short's Brewing Company Short's Autumn Ale,5.75,20,40,17,41,15,66,68,33,0,50,94,7,107,3.52027,3.641892,3.547297,3.486486,3.540541,74
Pale Ale,Gritty McDuff's Brewing Company Gritty McDuff's Halloween Ale,Gritty McDuff's Brewing Company Gritty McDuff's Halloween Ale,6,20,40,11,58,12,60,76,26,0,32,78,28,101,3.756906,3.961326,3.812155,3.883978,3.900552,181
Pale Ale,Shepherd Neame Ltd Bishops Finger,Shepherd Neame Ltd Bishops Finger,5.4,20,40,10,34,11,44,52,25,1,36,56,6,79,3.548913,3.809783,3.592391,3.668478,3.690217,92
Pale Ale,French Broad Brewing Co. 13 Rebels ESB,French Broad Brewing Co. 13 Rebels ESB,5.2,20,40,14,31,7,54,41,27,0,26,77,2,84,3.415584,3.577922,3.61039,3.571429,3.668831,77
Pale Ale,"Middle Ages Brewing Co., Ltd. Beast Bitter","Middle Ages Brewing Co., Ltd. Beast Bitter",5.3,20,40,31,59,10,112,62,54,0,53,130,8,99,3.810241,3.927711,3.713855,3.888554,3.900602,166
Pale Ale,Great Lakes Brewing Company Great Lakes Moondog ESB,Great Lakes Brewing Company Great Lakes Moondog ESB,5.5,20,40,29,54,12,90,71,47,3,52,171,13,120,3.810897,3.862179,3.951923,3.980769,4.217949,156
Pale Ale,Rock Art Brewery Magnumus Ete Tomahawkus ESB³,Rock Art Brewery Magnumus Ete Tomahawkus ESB³,8,20,40,26,60,22,102,47,45,0,43,134,12,62,3.797101,3.913043,3.771739,3.833333,3.75,138
Pale Ale,Elysian Brewing Company The Wise ESB,Elysian Brewing Company The Wise ESB,5.9,20,40,24,63,10,105,74,34,1,37,140,12,126,3.80292,4.007299,3.948905,3.989051,4.047445,137
Pale Ale,Woodstock Inn Brewery Red Rack Ale,Woodstock Inn Brewery Red Rack Ale,5.5,20,40,20,56,12,52,75,38,0,27,66,3,109,3.361111,3.666667,3.477778,3.45,3.588889,90
Pale Ale,Gritty McDuff's Brewing Company Gritty McDuff's Christmas Ale,Gritty McDuff's Brewing Company Gritty McDuff's Christmas Ale,6.2,20,40,9,69,22,52,61,24,0,27,67,21,112,3.645833,3.8875,3.779167,3.841667,3.875,120
Pale Ale,Deschutes Brewery Bachelor ESB,Deschutes Brewery Bachelor ESB,5.3,20,40,20,46,8,73,27,20,0,16,97,7,85,3.808943,4.028455,3.898374,3.95935,4.052846,123
Pale Ale,Elevator Brewery & Draught Haus Elevator Bleeding Buckeye Red Ale,Elevator Brewery & Draught Haus Elevator Bleeding Buckeye Red Ale,5.7,20,40,10,32,4,45,56,16,0,11,75,3,95,3.407407,3.666667,3.518519,3.5,3.703704,27
Pale Ale,Propeller Brewery Propeller Extra Special Bitter (ESB),Propeller Brewery Propeller Extra Special Bitter (ESB),5,20,40,14,59,9,87,79,30,0,38,112,9,105,3.823171,3.939024,3.817073,3.914634,3.97561,82
Pale Ale,Blue Mountain Brewery Steel Wheels ESB,Blue Mountain Brewery Steel Wheels ESB,6.5,20,40,23,40,21,58,96,33,0,42,74,13,106,3.5,4.5,4.5,4,4,1
Pale Ale,George Bateman and Son Ltd. / Batemans Brewery Batemans XXXB,George Bateman and Son Ltd. / Batemans Brewery Batemans XXXB,4.8,20,40,18,62,10,62,95,36,0,42,76,14,94,3.828283,3.919192,3.863636,3.964646,3.984848,99
Pale Ale,Grand Teton Brewing Co. XX Bitch Creek,Grand Teton Brewing Co. XX Bitch Creek,7.5,20,40,11,89,27,111,86,32,0,40,115,13,169,3.886364,4.068182,3.909091,3.909091,3.840909,44
Pale Ale,"Adnams plc, Sole Bay Brewery Adnams SSB (Suffolk Special Bitter)","Adnams plc, Sole Bay Brewery Adnams SSB (Suffolk Special Bitter)",4.5,20,40,16,46,18,65,52,33,0,25,69,6,72,3.692857,3.921429,3.8,3.878571,3.996429,140
Pale Ale,Driftwood Brewery Naughty Hildegard ESB,Driftwood Brewery Naughty Hildegard ESB,6.5,20,40,9,48,11,97,55,49,0,65,129,6,89,4.25,4.285714,4.107143,4.142857,4.142857,14
Pale Ale,Victory Brewing Company Summer Love,Victory Brewing Company Summer Love,5.2,15,25,30,19,2,61,17,41,2,48,88,3,38,3.736181,3.824121,3.836683,3.909548,3.919598,199
Pale Ale,Sixpoint Brewery Sweet Action,Sixpoint Brewery Sweet Action,5,15,25,13,38,7,54,39,38,0,40,81,2,50,3.844891,3.917883,3.963504,3.941606,4.032847,274
Pale Ale,Kona Brewing Co. Big Wave Golden Ale,Kona Brewing Co. Big Wave Golden Ale,4.4,15,25,9,25,7,31,35,27,2,35,49,0,34,3.34,3.37,3.45,3.44,3.55,50
Pale Ale,Deschutes Brewery Twilight Ale,Deschutes Brewery Twilight Ale,5,15,25,28,37,8,62,48,79,0,82,102,17,100,3.573248,3.713376,3.63535,3.649682,3.904459,314
Pale Ale,Flying Dog Brewery Tire Bite Golden Ale,Flying Dog Brewery Tire Bite Golden Ale,5.1,15,25,28,34,8,29,31,25,1,19,49,5,54,2.831159,3.07971,3.085507,2.934783,3.225362,690
Pale Ale,Shipyard Brewing Co. Shipyard Export Ale,Shipyard Brewing Co. Shipyard Export Ale,5.1,15,25,15,41,13,34,45,39,7,35,61,4,85,3.241602,3.471576,3.326873,3.350129,3.489664,387
Pale Ale,Real Ale Brewing Company Fireman's #4,Real Ale Brewing Company Fireman's #4,5.1,15,25,14,17,10,24,26,21,8,26,39,10,36,3.304196,3.454545,3.440559,3.433566,3.744755,143
Pale Ale,Alexander Keith's India Pale Ale,Alexander Keith's India Pale Ale,5,15,25,6,12,4,20,12,2,0,2,28,0,23,2.446215,2.661355,2.74502,2.525896,3.015936,251
Pale Ale,Great Divide Brewing Company Samurai Ale,Great Divide Brewing Company Samurai Ale,5.1,15,25,36,31,6,43,47,58,3,50,71,4,107,3.303077,3.578462,3.575385,3.430769,3.696923,325
Pale Ale,Southern Star Brewing Company Bombshell Blonde,Southern Star Brewing Company Bombshell Blonde,5.25,15,25,29,41,10,28,27,26,5,30,41,6,67,3.609827,3.852601,3.858382,3.745665,3.988439,173
Pale Ale,Flying Fish Brewing Company Farmhouse Summer Ale,Flying Fish Brewing Company Farmhouse Summer Ale,4.6,15,25,12,17,6,28,27,35,4,33,41,14,46,3.307692,3.436813,3.453297,3.431319,3.741758,182
Pale Ale,Magic Hat Brewing Company Single Chair Ale,Magic Hat Brewing Company Single Chair Ale,5,15,25,22,40,10,22,34,45,3,34,50,7,64,3.229167,3.441667,3.458333,3.404167,3.575,120
Pale Ale,Widmer Brothers Brewing Company Citra Summer Blonde Brew,Widmer Brothers Brewing Company Citra Summer Blonde Brew,4.3,15,25,48,42,13,71,22,80,2,97,55,0,45,3.784615,3.376923,3.630769,3.669231,3.692308,65
Pale Ale,Ska Brewing Co. True Blonde Ale,Ska Brewing Co. True Blonde Ale,5.3,15,25,27,38,6,31,57,42,1,42,44,7,84,3.276515,3.458333,3.462121,3.393939,3.568182,132
Pale Ale,Two Brothers Brewing Company Prairie Path Ale,Two Brothers Brewing Company Prairie Path Ale,5.1,15,25,24,26,7,43,38,32,1,37,70,7,68,3.415929,3.575221,3.473451,3.415929,3.632743,113
Pale Ale,Blue Point Brewing Company Blue Point Summer Ale,Blue Point Brewing Company Blue Point Summer Ale,4.4,15,25,16,22,3,25,14,25,6,27,37,1,46,3.163717,3.473451,3.477876,3.331858,3.610619,113
Pale Ale,Russian River Brewing Company Aud Blonde,Russian River Brewing Company Aud Blonde,4.5,15,25,27,38,4,51,27,43,0,36,80,8,49,3.568182,3.806818,3.886364,3.806818,4.147727,44
Pale Ale,Half Acre Beer Company Gossamer Golden Ale,Half Acre Beer Company Gossamer Golden Ale,4.2,15,25,23,44,9,55,41,54,5,74,97,5,67,3.821429,3.77551,3.836735,3.846939,4.117347,98
Pale Ale,Heavy Seas Beer Heavy Seas - Gold Ale,Heavy Seas Beer Heavy Seas - Gold Ale,4.5,15,25,22,31,7,34,33,27,3,31,53,3,61,3.285714,3.591837,3.520408,3.489796,3.602041,49
Pale Ale,Uinta Brewing Company Sum'R,Uinta Brewing Company Sum'R,4,15,25,27,34,6,41,30,48,4,48,61,1,65,3.520833,3.6875,3.645833,3.708333,3.770833,24
Pale Ale,Big Sky Brewing Company Summer Honey Ale,Big Sky Brewing Company Summer Honey Ale,4.7,15,25,19,46,18,36,78,24,6,27,73,28,120,3.333333,3.427083,3.392361,3.354167,3.534722,144
Pale Ale,Pabst Brewing Company Ballantine XXX Ale,Pabst Brewing Company Ballantine XXX Ale,4.85,15,25,18,41,4,33,27,16,2,14,64,3,51,2.817308,3.125,3.108974,3.108974,3.38141,156
Pale Ale,Molson Coors Canada Molson Export,Molson Coors Canada Molson Export,5,15,25,19,31,6,33,30,25,0,18,39,2,43,2.75,3.117021,3.132979,3.159574,3.398936,94
Pale Ale,Fulton Beer Lonely Blonde,Fulton Beer Lonely Blonde,4.8,15,25,26,32,19,32,45,35,4,41,50,4,92,3.3,3.4,3.466667,3.4,3.5,15
Pale Ale,River Horse Brewing Co. River Horse Summer Blonde,River Horse Brewing Co. River Horse Summer Blonde,4.5,15,25,15,23,5,17,21,32,0,34,27,3,44,3.027778,3.194444,3.12037,3.12037,3.388889,54
Pale Ale,Lawson's Finest Liquids Knockout Blonde,Lawson's Finest Liquids Knockout Blonde,5,15,25,28,35,16,102,30,64,5,76,148,9,62,3.956522,4.195652,4.130435,4.195652,4.347826,23
Pale Ale,Thomas Hooker Brewing Company Thomas Hooker Blonde Ale,Thomas Hooker Brewing Company Thomas Hooker Blonde Ale,4.6,15,25,19,33,3,36,22,35,1,27,54,3,60,3.399254,3.473881,3.61194,3.55597,3.876866,134
Pale Ale,DuClaw Brewing Company Bare Ass Blonde Ale,DuClaw Brewing Company Bare Ass Blonde Ale,5,15,25,25,30,6,27,32,24,3,24,39,0,66,3.366667,3.566667,3.566667,3.733333,3.8,15
Pale Ale,New Orleans Lager & Ale Brewing Company (NOLA) NOLA Blonde Ale,New Orleans Lager & Ale Brewing Company (NOLA) NOLA Blonde Ale,4.9,15,25,10,24,7,36,49,52,2,44,52,3,66,3.770833,3.9375,3.895833,3.791667,4.083333,24
Pale Ale,Alamo Beer Co. Alamo Golden Ale,Alamo Beer Co. Alamo Golden Ale,5.1,15,25,21,21,9,29,18,5,1,5,44,4,50,3.321429,3.357143,3.535714,3.535714,3.690476,42
Pale Ale,Mayflower Brewing Company Mayflower Golden Ale,Mayflower Brewing Company Mayflower Golden Ale,4.7,15,25,32,34,9,29,26,17,3,17,46,7,48,3.379032,3.612903,3.620968,3.653226,3.991935,62
Pale Ale,Abbaye de Leffe S.A. Leffe Blonde,Abbaye de Leffe S.A. Leffe Blonde,6.6,15,30,14,23,12,13,34,11,0,28,16,22,32,3.575379,3.790812,3.586084,3.570919,3.64273,1121
Pale Ale,Brouwerij De Smedt / Brouwerij Affligem Affligem Blond,Brouwerij De Smedt / Brouwerij Affligem Affligem Blond,6.8,15,30,19,28,12,20,47,36,0,38,25,17,41,3.80837,4.015419,3.848018,3.889868,3.943833,454
Pale Ale,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren) Trappist Westvleteren Blonde,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren) Trappist Westvleteren Blonde,5.8,15,30,33,46,10,44,40,55,0,70,57,32,46,4.161111,4.218056,4.245833,4.227778,4.372222,360
Pale Ale,The Lost Abbey Devotion Ale,The Lost Abbey Devotion Ale,6,15,30,31,33,10,74,45,49,4,72,112,38,63,3.822134,3.970356,3.816206,3.875494,3.964427,253
Pale Ale,Brouwerij Alken-Maes Grimbergen Blonde,Brouwerij Alken-Maes Grimbergen Blonde,6.7,15,30,11,31,16,19,63,57,2,45,22,25,45,3.630584,3.843643,3.680412,3.726804,3.812715,291
Pale Ale,Brouwerij Duvel Moortgat NV Maredsous 6 - Blonde,Brouwerij Duvel Moortgat NV Maredsous 6 - Blonde,6,15,30,13,38,12,24,66,41,0,54,45,16,66,3.739521,4.071856,3.772455,3.775449,3.892216,167
Pale Ale,Brasserie Caracole Saxo,Brasserie Caracole Saxo,8,15,30,17,37,26,24,92,76,3,96,61,24,61,3.933649,3.92654,3.907583,3.924171,4.004739,211
Pale Ale,Bierbrouwerij De Koningshoeven B.V. La Trappe Blond (Koningshoeven / Dominus),Bierbrouwerij De Koningshoeven B.V. La Trappe Blond (Koningshoeven / Dominus),6.5,15,30,23,53,28,28,61,45,0,52,36,25,45,3.672662,3.820144,3.683453,3.669065,3.76259,139
Pale Ale,Brouwerij Van Steenberge N.V. Augustijn Blond,Brouwerij Van Steenberge N.V. Augustijn Blond,7.5,15,30,22,31,28,20,71,40,3,64,28,29,42,3.604167,4.03125,3.645833,3.53125,3.6875,48
Pale Ale,Brouwerij Van Honsebrouck N.V. Kasteel Blond,Brouwerij Van Honsebrouck N.V. Kasteel Blond,7,15,30,16,29,21,20,50,30,0,42,32,15,42,3.813333,3.92,3.95,3.95,3.876667,150
Pale Ale,Brasserie de l'Abbaye du Val-Dieu Val-Dieu Blond,Brasserie de l'Abbaye du Val-Dieu Val-Dieu Blond,6,15,30,33,35,22,28,82,59,0,63,61,33,56,3.771277,3.941489,3.840426,3.856383,3.984043,94
Pale Ale,Brasserie St. Feuillien St. Feuillien Blonde,Brasserie St. Feuillien St. Feuillien Blonde,7.5,15,30,29,38,20,39,78,65,0,77,63,32,35,3.829787,3.904255,3.723404,3.904255,3.93617,47
Pale Ale,Brouwerij Kerkom Bink Blond,Brouwerij Kerkom Bink Blond,5.5,15,30,19,46,16,53,73,69,1,57,85,35,67,3.810127,3.835443,3.708861,3.727848,3.816456,79
Pale Ale,Brouwerij Hof Ten Dormaal Blond,Brouwerij Hof Ten Dormaal Blond,8,15,30,31,52,24,23,79,103,0,85,63,48,71,3.986486,3.986486,3.959459,4.148649,3.945946,37
Pale Ale,Brouwerij Haacht NV Tongerlo 6 Dubbel Blond,Brouwerij Haacht NV Tongerlo 6 Dubbel Blond,6,15,30,15,38,16,27,75,44,5,43,37,34,62,3.5,3.7,3.3,3.3,3.433333,15
Pale Ale,Perennial Artisan Ales Southside Blonde,Perennial Artisan Ales Southside Blonde,5.5,15,30,21,27,9,19,41,49,1,60,39,25,40,3.75,3.833333,3.666667,3.75,3.833333,6
Pale Ale,BottleTree Beer Co. BottleTree Belgian Blonde,BottleTree Beer Co. BottleTree Belgian Blonde,5,15,30,21,32,10,30,54,50,3,59,45,22,62,3.604167,3.6875,3.541667,3.5,3.708333,24
Pale Ale,Brasserie La Binchoise (Malterie des Remparts) La Binchoise Blonde Tradition,Brasserie La Binchoise (Malterie des Remparts) La Binchoise Blonde Tradition,6.5,15,30,16,43,19,27,82,65,0,79,44,29,39,3.72807,3.842105,3.842105,3.885965,4,57
Pale Ale,Brasserie De Brunehaut Brunehaut Blonde,Brasserie De Brunehaut Brunehaut Blonde,6.5,15,30,23,47,15,24,62,47,5,56,54,24,62,3.388889,3.388889,3.444444,3.388889,3.555556,9
Pale Ale,Brouwerij Palm NV Steenbrugge Blond,Brouwerij Palm NV Steenbrugge Blond,6.5,15,30,18,38,21,28,81,64,0,66,49,35,66,3.605263,3.710526,3.631579,3.578947,3.552632,19
Pale Ale,Brasserie Lefèbvre SA Abbaye De Floreffe Blonde,Brasserie Lefèbvre SA Abbaye De Floreffe Blonde,6.3,15,30,17,25,15,33,76,44,3,49,55,30,65,3.588235,3.735294,3.588235,3.735294,3.823529,17
Pale Ale,Brasserie Du Bocq La Gauloise Blonde,Brasserie Du Bocq La Gauloise Blonde,6.3,15,30,27,35,20,27,54,54,4,54,33,34,57,3.5,3.619048,3.428571,3.47619,3.714286,21
Pale Ale,Brouwerij Contreras Valeir Blond,Brouwerij Contreras Valeir Blond,6.5,15,30,22,34,10,37,89,76,1,71,52,26,72,3.875,3.875,3.825,3.925,3.975,20
